Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant
2023,19910,33,33203,Hourtin,2023-06-17 20:09:35,50,50.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2023,21981,24,24277,Monfaucon,2023-02-15 11:47:00,10000,10000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Accidentelle,0
2022,10858,40,40015,Arx,2022-10-07 18:31:00,20,20.0,,0.0,,,0.0,,,0.0,Estimées,,Non,,,,,Involontaire (travaux),0
2023,1545,34,34194,Paulhan,2023-04-06 17:28:00,5597,0.0,5597.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2024,20275,6,6132,Saorge,2024-07-14 14:14:00,500,0.0,500.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2024,20664,11,11148,Fontcouverte,2024-03-29 17:19:00,100,0.0,100.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2023,22636,32,32079,Castelnau d'Auzan Labarrère,2023-04-09 19:17:00,30000,30000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2022,18213,7,7002,Ailhon,2022-08-14 01:55:00,10000,,10000.0,,,,,,,,,1.0,,,,,,Accidentelle,0
2023,19821,33,33233,Laruscade,2023-03-06 22:52:07,200,200.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Malveillance,1
2023,1861,2B,2B135,Isolaccio-di-Fiumorbo,2023-05-07 14:53:00,200,0.0,200.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2022,15296,13,13056,Martigues,2022-06-09 04:04:00,3500,3500.0,,,,,,,,,,1.0,,,,,,Accidentelle,0
2022,15732,6,6117,Saint-Blaise,2022-06-24 14:57:00,20,,20.0,,,,,,,,,,,,,,,Naturelle,0
2022,17377,2B,2B049,Calenzana,2022-07-19 15:25:00,24000,,24000.0,,,,,,,,,1.0,,,,,,Accidentelle,0
2023,7718,7,7281,Saint-Péray,2023-08-03 15:58:00,100,0.0,100.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2022,16011,11,11148,Fontcouverte,2022-05-23 07:12:00,500,,,,,,,,,,,,,,,,,Involontaire (particulier),0
2023,13092,74,74281,Thonon-les-Bains,2023-05-23 02:30:00,1,1.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0
2023,8264,11,11024,Bages,2023-08-30 05:45:00,60,0.0,60.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2023,6831,34,34013,Aspiran,2023-07-27 13:39:00,55997,0.0,55997.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2023,14302,66,66231,Vingrau,2023-05-26 21:33:00,1580,0.0,1580.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2023,22137,24,24034,Beleymas,2023-09-11 19:33:00,3500,3500.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2023,19873,33,33202,Hostens,2023-05-26 14:49:35,2000,2000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Naturelle,0
2022,15286,13,13117,Vitrolles,2022-06-09 17:04:00,4,,,,,,,,,4.0,,1.0,,,,,,Involontaire (travaux),0
2023,489,2B,2B314,Santo-Pietro-di-Tenda,2023-02-08 11:37:00,40,0.0,40.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,8114,38,38515,Trept,2022-08-12 04:46:00,4000,0.0,,4000.0,,,4000.0,0.0,0.0,0.0,Estimées,,,,,,,Malveillance,1
2023,19843,33,33320,Petit-Palais-et-Cornemps,2023-04-08 11:17:25,200,200.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Malveillance,1
2023,9390,11,11148,Fontcouverte,2023-09-05 22:41:00,3522,3522.0,0.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2022,17215,48,48022,,2022-07-20 16:00:00,120000,,120000.0,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2023,17656,976,97610,Koungou,2023-09-21 11:00:00,90000,90000.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0
2024,20141,13,13001,Aix-en-Provence,2024-06-10 16:14:00,130,130.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (travaux),0
2022,13420,4,4208,Simiane-la-Rotonde,2022-03-07 12:59:00,7900,7900.0,,,,,,,,,,5.0,,,,,,Involontaire (particulier),0
2024,22218,971,97122,Port-Louis,2024-03-21 15:00:00,71400,7000.0,,64400.0,0.0,0.0,,,,,Mesurées,,Non,,,,Données partielles ou non valides,Malveillance,1
2022,21566,84,84014,Beaumont-de-Pertuis,2022-08-11 16:56:00,800,,800.0,,,,,,,,,2.0,,,,,,Naturelle,0
2022,14808,34,34202,Pignan,2022-05-15 16:27:00,2500,2500.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2023,3688,11,11262,Narbonne,2023-01-31 20:15:00,30,0.0,30.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Malveillance,1
2022,17274,34,34281,Saint-Pargoire,2022-07-12 18:13:00,1969,1969.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2022,20976,26,26236,Pierrelongue,2022-07-15 15:18:00,300,300.0,,,,,,,,,,5.0,,,,,,Malveillance,1
2023,7897,2A,2A271,Sarrola-Carcopino,2023-08-25 12:10:00,37000,7000.0,30000.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,15844,2B,2B185,Oletta,2022-06-23 16:04:00,30000,,30000.0,,,,,,,,,,,,,,,Malveillance,1
2022,11280,64,64113,Bergouey-Viellenave,2022-09-04 12:02:15,5,5.0,,,,,,,,,Estimées,,Non,,,,,Malveillance,1
2022,18983,6,6103,Roquebillière,2022-02-13 15:09:00,13000,3000.0,10000.0,,,,,,,,,1.0,,,,,,Malveillance,1
2023,21737,83,83004,Les Arcs,2023-08-07 16:35:00,4520,0.0,4520.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Involontaire (particulier),0
2022,16357,66,66136,Perpignan,2022-07-01 14:39:00,10000,,,,,,,,,10000.0,,6.0,,,,,,Involontaire (travaux),0
2022,18729,2B,2B007,Albertacce,2022-09-01 20:20:00,12000,,,,,,,,,,,,,,,,,Naturelle,0
2022,14407,83,83121,Salernes,2022-02-25 20:06:00,500,500.0,,,,,,,,,,4.0,,,,,,Involontaire (particulier),0
2022,17477,2B,2B341,Venaco,2022-07-28 13:37:00,300900,190000.0,110900.0,,,,,,,,,2.0,,,,,,Malveillance,1
2023,7158,2B,2B039,Bisinchi,2023-08-10 17:42:00,500,0.0,500.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,18268,2A,2A232,Pila-Canale,2022-08-11 15:14:00,1,1.0,,,,,,,,,,3.0,,,,,,Naturelle,0
2023,812,34,34144,Lunas,2023-02-13 13:16:00,20216,0.0,20216.0,,,,,,,,Mesurées,1.0,Non,,,,,Involontaire (travaux),0
2024,28040,84,84130,Suzette,2024-07-22 16:41:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2024,22874,13,13026,Châteauneuf-les-Martigues,2024-08-06 10:50:00,20,20.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Involontaire (particulier),0
2023,7089,13,13028,La Ciotat,2023-08-08 18:45:00,50,50.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,21694,83,83038,Châteaudouble,2023-07-26 23:00:00,11,11.0,0.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Involontaire (particulier),0
2022,80,43,43136,Monistrol-d'Allier,2022-03-24 12:11:00,20800,13800.0,,7000.0,,,7000.0,0.0,0.0,0.0,Mesurées,,,,,,,Involontaire (particulier),0
2022,18686,66,66003,Amélie-les-Bains-Palalda,2022-08-02 08:44:00,89,89.0,,,,,,,,,,5.0,,,,,,Malveillance,1
2023,7918,2B,2B185,Oletta,2023-08-27 13:10:00,50,0.0,50.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2023,5619,34,34101,Florensac,2023-07-10 16:02:00,1339,0.0,1339.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,7192,61,61203,Héloup,2022-08-06 13:08:33,5000,0.0,,5000.0,,,5000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,20004,13,13077,Port-de-Bouc,2022-11-06 13:41:00,300,300.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2024,25926,13,13063,Miramas,2024-10-18 20:35:00,50,50.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2022,7325,61,61002,Almenêches,2022-06-12 15:17:51,100000,0.0,,100000.0,,,100000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,16552,34,34080,Colombières-sur-Orb,2022-07-08 10:34:00,111,,111.0,,,,,,,,,1.0,,,,,,Malveillance,1
2023,707,2B,2B281,Sisco,2023-02-24 07:35:00,2300,0.0,2300.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Malveillance,1
2022,15579,13,13088,Le Rove,2022-06-10 15:23:00,500,500.0,,,,,,,,,,1.0,,,,,,Involontaire (particulier),0
2023,7022,6,6083,Menton,2023-08-01 14:53:00,200,0.0,200.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2023,22127,24,24200,Grand-Brassac,2023-09-09 07:01:00,100,100.0,,0.0,0.0,0.0,,,,,Estimées,,Non,0.0,0.0,0.0,,Involontaire (particulier),0
2022,19700,13,13039,Fos-sur-Mer,2022-09-18 15:52:00,300,300.0,,,,,,,,,,1.0,,,,,,Malveillance,1
2023,3194,34,34095,Fabrègues,2023-05-29 18:29:00,27,27.0,0.0,0.0,0.0,0.0,,,,,Mesurées,4.0,Non,,,,,Naturelle,0
2023,7468,2B,2B055,Campitello,2023-08-19 15:31:00,30000,0.0,30000.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Malveillance,1
2023,15621,38,38244,Monsteroux-Milieu,2023-08-24 16:18:00,50,50.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Accidentelle,0
2022,15655,48,48195,,2022-03-24 11:57:00,40000,,40000.0,,,,,,,,,3.0,,,,,,Involontaire (particulier),0
2023,11188,11,11001,Aigues-Vives,2023-10-16 16:00:00,4000,0.0,4000.0,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Accidentelle,0
2023,1195,15,15027,Puycapel,2023-03-05 17:04:00,250,250.0,,0.0,0.0,0.0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0
2022,20624,66,66127,Opoul-Périllos,2022-11-10 18:00:00,300,,300.0,,,,,,,,,1.0,,,,,,Involontaire (travaux),0
2024,19628,74,74244,Saint-Laurent,2024-04-26 11:11:00,10,10.0,,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0
2023,3178,34,34063,Caux,2023-06-03 16:01:00,784,0.0,784.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,16051,66,66127,Opoul-Périllos,2022-06-28 11:26:00,9419300,1990200.0,5526100.0,,,,,,,1903000.0,,1.0,,,,,,Malveillance,1
2024,21808,48,48152,Ventalon en Cévennes,2024-08-14 19:00:00,1000,1000.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,,,,,Données partielles ou non valides,Naturelle,0
2022,7233,61,61067,Bures,2022-07-26 14:35:21,3000,0.0,,3000.0,,,3000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2022,10699,24,24511,Saint-Vincent-Jalmoutiers,2022-09-17 02:09:00,1500,1500.0,,0.0,,,0.0,,,,Estimées,,Non,,,,,Malveillance,1
2024,27200,2A,2A198,Ota,2024-09-05 07:49:00,800,0.0,800.0,0.0,0.0,0.0,,,,,Estimées,,Non,,,,,Naturelle,0
2022,16825,6,6111,Roure,2022-07-11 12:18:00,2000,500.0,1500.0,,,,,,,,,4.0,,,,,,Naturelle,0
2024,21229,13,13073,Peypin,2024-07-08 18:44:00,70,70.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Malveillance,1
2022,7933,38,38515,Trept,2022-09-04 11:45:00,500,0.0,,500.0,,,500.0,0.0,0.0,0.0,Estimées,,,,,,,Malveillance,1
2023,4719,13,13049,Lamanon,2023-04-21 17:30:00,100,100.0,0.0,0.0,0.0,0.0,,,,,Estimées,1.0,Non,,,,,Involontaire (particulier),0
2022,8178,38,38242,Monestier-de-Clermont,2022-08-04 15:19:00,1000,1000.0,,0.0,,,0.0,0.0,0.0,0.0,Estimées,,,,,,,Involontaire (travaux),0
2022,7186,61,61061,Bretoncelles,2022-08-07 16:04:40,10000,0.0,,10000.0,,,10000.0,0.0,,,,,,,,,Données partielles ou non valides,Malveillance,1
2024,22818,13,13079,Puyloubier,2024-08-12 09:51:00,200,200.0,0.0,0.0,0.0,0.0,,,,,Mesurées,1.0,Non,,,,,Accidentelle,0
